,Unnamed: 0.1,50+,FGA,FGM,Name,Opponent_x,Points_x,Position_x,Week,XPA,XPM,Year,Away Games_x,Team,Blocks,Fumble Returns,Interception,Opponent_y,Pass Yards Allowed,Point After,Points_y,Position_y,Rush Yards Allowed,Sack,Safety,Total Yards,Touchdowns,Away Games_y
25,498,0,1,1,Shayne Graham,Dolphins,8.0,K,17,5,5,2010,0,Dolphins,0,1,0,Patriots,321,38,2.0,DST,181,0.0,0,502,0,1
26,318,0,0,0,Shayne Graham,Bills,5.0,K,11,5,5,2011,0,Bills,0,0,0,Dolphins,147,35,3.0,DST,95,1.0,1,242,0,1
27,332,0,5,4,Shayne Graham,Cowboys,13.0,K,12,1,1,2011,1,Cowboys,0,1,0,Dolphins,263,19,10.0,DST,89,4.0,0,352,0,0
28,478,0,2,2,Shayne Graham,Browns,8.0,K,16,2,2,2011,0,Browns,0,0,1,Ravens,122,20,13.0,DST,162,1.0,0,284,1,1
29,359,1,4,4,Shayne Graham,Buccaneers,15.0,K,13,1,1,2015,1,Buccaneers,0,0,1,Falcons,255,19,9.0,DST,64,3.0,0,319,0,0
30,427,0,3,3,Shayne Graham,Jaguars,11.0,K,15,2,2,2015,1,Jaguars,0,0,1,Falcons,245,23,4.0,DST,83,1.0,0,328,0,0
31,459,1,3,2,Shayne Graham,Panthers,10.0,K,16,2,2,2015,0,Panthers,0,1,0,Falcons,296,20,8.0,DST,77,2.0,0,373,0,1
32,505,1,2,1,Shayne Graham,Saints,7.0,K,17,2,2,2015,0,Saints,1,1,1,Falcons,327,17,11.0,DST,87,1.0,0,414,0,1
33,6,0,4,3,Shayne Graham,Dolphins,12.0,K,1,3,3,2012,0,Dolphins,0,0,0,Texans,254,30,8.0,DST,83,2.0,0,337,1,1
34,47,0,2,2,Shayne Graham,Jaguars,9.0,K,2,3,3,2012,1,Jaguars,0,0,0,Texans,195,27,1.0,DST,216,0.0,0,411,0,0
35,84,0,1,1,Shayne Graham,Broncos,7.0,K,3,4,4,2012,1,Broncos,0,1,1,Texans,284,31,7.0,DST,152,1.0,1,436,0,0
36,112,0,1,1,Shayne Graham,Titans,8.0,K,4,5,5,2012,0,Titans,0,0,0,Texans,202,38,0.0,DST,95,0.0,0,297,0,1
37,132,0,3,3,Shayne Graham,Jets,11.0,K,5,2,2,2012,1,Jets,0,0,1,Texans,209,23,9.0,DST,169,0.0,0,378,1,0
38,172,1,1,1,Shayne Graham,Packers,8.0,K,6,3,3,2012,0,Packers,0,0,3,Texans,231,24,10.0,DST,90,3.0,0,321,0,1
39,194,0,2,2,Shayne Graham,Ravens,11.0,K,7,5,5,2012,0,Ravens,0,0,0,Texans,239,43,2.0,DST,181,2.0,0,420,0,1
40,270,0,1,0,Shayne Graham,Bills,3.0,K,9,3,3,2012,0,Bills,1,0,0,Texans,256,21,5.0,DST,118,2.0,0,374,0,1
41,289,0,2,2,Shayne Graham,Bears,7.0,K,10,1,1,2012,1,Bears,0,0,2,Texans,88,13,12.0,DST,127,1.0,0,215,0,0
42,304,0,5,3,Shayne Graham,Jaguars,13.0,K,11,4,4,2012,0,Jaguars,0,1,2,Texans,504,43,8.0,DST,149,2.0,0,653,0,1
43,336,0,3,2,Shayne Graham,Lions,10.0,K,12,4,4,2012,1,Lions,0,0,1,Texans,296,34,4.0,DST,205,2.0,0,501,0,0
44,378,1,1,1,Shayne Graham,Titans,8.0,K,13,3,3,2012,1,Titans,0,0,0,Texans,207,24,1.0,DST,124,0.0,0,331,0,0
45,421,0,0,0,Shayne Graham,Patriots,2.0,K,14,2,2,2012,1,Patriots,0,0,1,Texans,223,14,14.0,DST,100,2.0,0,323,1,0
46,429,0,6,5,Shayne Graham,Colts,17.0,K,15,2,2,2012,0,Colts,0,0,0,Texans,239,29,3.0,DST,178,3.0,0,417,0,1
47,493,1,4,3,Shayne Graham,Colts,12.0,K,17,1,1,2012,1,Colts,0,0,2,Texans,250,16,18.0,DST,102,4.0,0,352,1,0
